"DATE","YEAR","DOY","PHENOCAM_NAME","ECO_STATE","SATELLITE","GCC","NDVI","EVI","BLUE","GREEN","RED","NIR","STD_B","STD_G","STD_R","STD_NIR","Aerosol1","Aerosol2","Water","Snow","CloudShadow","CloudAdjacent","Cloud"
2021-01-06,2021,6,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315551699377693,0.144191258871872,0.203549689628156,760,1171.88888888889,1781.88888888889,2382.33333333333,47.6864760702655,75.5019417622921,124.138313939147,111.616406599667,0,1,0,0,0,0,0
2021-01-06,2021,6,"jernovel2","Sandy grassy shrubland","S30",0.305622325145102,0.164054693022009,0.21645731632804,726.555555555556,1158.44444444444,1905.44444444444,2653.33333333333,12.5353820232626,26.3696421039679,40.3377714117815,35.7086979755789,0,1,0,0,0,0,0
2021-01-06,2021,6,"jershrubland2","Sandy shrubland","S30",0.310232406501793,0.140223858021579,0.185128975227384,922.666666666667,1480.22222222222,2368.44444444444,3141,17.9009621094634,21.5446707913157,42.6435122357724,53.7049552855435,0,1,0,0,0,0,0
2021-01-06,2021,6,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.32137441411635,0.152564747296957,0.230462444212325,690,1036.11111111111,1497.88888888889,2037.22222222222,40.9172606881524,61.6827806774205,97.0228431801781,91.705782899902,0,1,0,0,0,0,0
2021-01-08,2021,8,"jergrassland2","Sandy shrub-invaded grassland","S30",0.314772579173726,0.145528829554609,0.201851704046612,686.888888888889,1073.44444444444,1649.88888888889,2211.88888888889,43.04892422051,76.1287084279878,130.043962177278,116.106698480746,0,1,0,0,0,0,0
2021-01-08,2021,8,"jernovel2","Sandy grassy shrubland","S30",0.305261063581843,0.160046812677637,0.213801200936756,762.111111111111,1193.33333333333,1953.77777777778,2698.33333333333,18.008914116468,27.8368261281506,46.8680838519201,38.9329908660737,0,1,0,0,0,0,0
2021-01-08,2021,8,"jershrubland2","Sandy shrubland","S30",0.30964932385973,0.138648145553532,0.186144626877704,955.888888888889,1501.11111111111,2390.77777777778,3160.44444444444,15.4088318429864,29.946042010569,46.2571983053635,59.2604629507381,0,1,0,0,0,0,0
2021-01-08,2021,8,"jerbajada","Gravelly shrubland","S30",0.324320361300918,0.165866666666667,0.258267036489561,822.222222222222,1228.77777777778,1737.77777777778,2428.88888888889,23.1314013495737,31.8530576860467,45.9075829557548,44.9553962758754,0,1,0,0,0,0,0
2021-01-08,2021,8,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.32095665961945,0.158233698082829,0.237649566525758,715.555555555556,1079.55555555556,1568.44444444444,2158.11111111111,42.4581129823817,62.2862765536164,86.3379807128951,82.2576500251151,1,0,0,0,0,0,0
2021-01-11,2021,11,"jergrassland2","Sandy shrub-invaded grassland","S30",0.313959771840288,0.155180521448352,0.215187764003507,742.555555555556,1162,1796.55555555556,2456.55555555556,45.8914446423081,79.1959594928933,140.871975851292,126.039774243522,1,0,0,0,0,0,0
2021-01-11,2021,11,"jernovel2","Sandy grassy shrubland","S30",0.303945474308881,0.169231504492449,0.217380627892986,701.111111111111,1149.55555555556,1931.44444444444,2718.33333333333,15.6591786675806,30.7177513323091,45.4315385096964,40.7321876543737,0,1,0,0,0,0,0
2021-01-11,2021,11,"jershrubland2","Sandy shrubland","S30",0.310264725499666,0.141317746232455,0.18641098534518,932.666666666667,1498.88888888889,2399.44444444444,3189.22222222222,16.7862377493522,24.1036854924924,43.0144965515144,57.4045638483325,0,1,0,0,0,0,0
2021-01-11,2021,11,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.319748453894795,0.160227166930453,0.23677186803511,672.111111111111,1022.55555555556,1503.33333333333,2077,46.7747425776976,62.3967789608675,86.9559275342017,82.1543263214624,1,0,0,0,0,0,0
2021-01-13,2021,13,"jergrassland2","Sandy shrub-invaded grassland","S30",0.316964154438792,0.143007971282268,0.203347845668818,777.111111111111,1197.66666666667,1803.77777777778,2405.77777777778,44.04907476502,76.9285382676676,125.613850773602,119.148625933027,0,1,0,0,0,0,0
2021-01-13,2021,13,"jernovel2","Sandy grassy shrubland","S30",0.307320601851852,0.156144223693893,0.208689836942625,748.555555555556,1180.11111111111,1911.33333333333,2618.66666666667,14.1587123638581,24.8302881553264,38.453435043786,37.9356179745514,0,1,0,0,0,0,0
2021-01-13,2021,13,"jershrubland2","Sandy shrubland","S30",0.310445649610941,0.135600231653843,0.181652942024006,927.555555555556,1462.88888888889,2321.77777777778,3050.22222222222,18.5179259164441,22.1130652402824,43.7182336173053,46.9012621904968,0,1,0,0,0,0,0
2021-01-13,2021,13,"jerbajada","Gravelly shrubland","S30",0.325968840993006,0.160180594410437,0.252722568916391,810.444444444444,1206.55555555556,1684.44444444444,2327,19.0794311067711,32.3319969177804,41.0124943323132,31.7315125528061,0,1,0,0,0,0,0
2021-01-13,2021,13,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.322693484914735,0.148610725629876,0.223273441626435,703.666666666667,1066,1533.77777777778,2069.22222222222,43.7315040267819,63.4770299662274,85.3981235518254,83.8938188396867,1,0,0,0,0,0,0
2021-01-18,2021,18,"jergrassland2","Sandy shrub-invaded grassland","S30",0.314613911933631,0.145300912168273,0.206052211131143,787.777777777778,1205.11111111111,1837.55555555556,2462.33333333333,38.6717748860782,76.9161801276695,136.33546136164,127.949642872152,0,1,0,0,0,0,0
2021-01-18,2021,18,"jernovel2","Sandy grassy shrubland","S30",0.304447304447304,0.15708257986739,0.209933749226645,760,1182.77777777778,1942.22222222222,2666.11111111111,14.7648230602334,22.8754005564336,43.6597393430856,37.569031112945,0,1,0,0,0,0,0
2021-01-18,2021,18,"jershrubland2","Sandy shrubland","S30",0.309475055845123,0.137062027477441,0.183225021191506,938.444444444444,1477.77777777778,2358.88888888889,3108.22222222222,19.3397179751418,27.2183670739602,46.8791459071905,63.5116398391801,0,1,0,0,0,0,0
2021-01-18,2021,18,"jerbajada","Gravelly shrubland","S30",0.32479995275637,0.159241216013935,0.250795120403947,824.555555555556,1222.22222222222,1716.22222222222,2366.33333333333,21.7465762879335,34.100432639086,45.5772306159258,42.22426895624,0,1,0,0,0,0,0
2021-01-18,2021,18,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321285542651181,0.15020701412567,0.225124105708863,708.888888888889,1069.66666666667,1550.77777777778,2099,45.3197147300143,59.4680119429298,85.4657537363849,77.8602737101676,1,0,0,0,0,0,0
2021-01-23,2021,23,"jerbajada","Gravelly shrubland","S30",0.325865704942083,0.167145126675771,0.262001293186306,790.666666666667,1184.66666666667,1660.11111111111,2326.44444444444,22.573337271116,29.8738086698774,43.1700627864687,31.9064992024826,0,1,0,0,0,0,0
2021-01-26,2021,26,"jergrassland2","Sandy shrub-invaded grassland","S30",0.307948770075219,0.1812400117413,0.231879824744419,496.555555555556,841.555555555556,1394.66666666667,2012.11111111111,25.6129789629794,48.5137119473823,89.3805845186128,105.859912089772,1,0,0,0,0,0,0
2021-01-26,2021,26,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.312302554382164,0.191642058834523,0.269051942190829,491.666666666667,768.888888888889,1201.44444444444,1771.11111111111,34.5189159093323,52.6760422972224,83.2827994928006,89.8485694493728,1,0,0,0,0,0,0
2021-01-31,2021,31,"jergrassland2","Sandy shrub-invaded grassland","S30",0.314787011687127,0.147160158697014,0.207390731789858,771,1188.11111111111,1815.22222222222,2441.66666666667,44.1965307839126,82.8579030555651,139.135248172239,129.379716768553,0,1,0,0,0,0,0
2021-01-31,2021,31,"jernovel2","Sandy grassy shrubland","S30",0.303916494133885,0.15822632616746,0.208676899657491,744.888888888889,1174.33333333333,1944.77777777778,2675.88888888889,14.5864811417547,22.7449628123093,43.458224583508,31.5786300612172,0,1,0,0,0,0,0
2021-01-31,2021,31,"jershrubland2","Sandy shrubland","S30",0.308725148402902,0.141948294027069,0.18641407019131,907.888888888889,1456.22222222222,2352.77777777778,3131.22222222222,15.9335037957719,21.8519146264007,51.3696360330968,56.2569062975635,0,1,0,0,0,0,0
2021-01-31,2021,31,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321137524092923,0.155457417119024,0.233989124514158,700.777777777778,1055.22222222222,1529.88888888889,2093.11111111111,38.8723774471676,51.2418617446881,77.2692902120664,91.9787951945018,0,1,0,0,0,0,0
2021-02-04,2021,35,"jergrassland2","Sandy shrub-invaded grassland","L30",0.321133720930233,0.147818320329945,0.214187291122666,792.555555555556,1227.44444444444,1802.22222222222,2427.44444444444,28.0519799701717,44.7315725215078,76.957098839083,100.045668584248,0,1,0,0,0,0,0
2021-02-04,2021,35,"jernovel2","Sandy grassy shrubland","L30",0.309892865283793,0.15938869916927,0.214860329358912,762.888888888889,1208.44444444444,1928.22222222222,2659.44444444444,8.04769731654747,15.2396493916444,27.7519880279985,32.629608609738,0,1,0,0,0,0,0
2021-02-04,2021,35,"jershrubland2","Sandy shrubland","L30",0.313175202412328,0.14321608040201,0.189740791268759,902.888888888889,1465.55555555556,2311.22222222222,3083.88888888889,12.4672410245985,25.5869372536982,47.3046339702753,58.3503678831485,0,1,0,0,0,0,0
2021-02-04,2021,35,"jerbajada","Gravelly shrubland","L30",0.329770284754208,0.152941176470588,0.254543448884476,866.777777777778,1264.88888888889,1704,2319.33333333333,15.2663593693802,23.2256775738714,27.3414622058798,26.5706605111728,0,1,0,0,0,0,0
2021-02-04,2021,35,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","L30",0.326747522170057,0.151370463267958,0.233030937427309,734.333333333333,1113.55555555556,1560.11111111111,2116.66666666667,33.8788691927251,54.0495885709721,85.7067927353932,100.390349248432,0,1,0,0,0,0,0
2021-02-05,2021,36,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315692696661495,0.141372034378056,0.199677259907539,792.666666666667,1220.88888888889,1853.77777777778,2464.22222222222,40.6693988153255,71.892581048927,121.26442894928,112.124710110145,0,1,0,0,0,0,0
2021-02-05,2021,36,"jernovel2","Sandy grassy shrubland","S30",0.30566326097416,0.152379357370146,0.200956666056655,757.666666666667,1200,1968.22222222222,2675.88888888889,11.4503760248784,23.1036312682179,37.338623963748,32.12283522994,0,1,0,0,0,0,0
2021-02-05,2021,36,"jershrubland2","Sandy shrubland","S30",0.308713634440946,0.138297007156799,0.181963125849357,914,1459.66666666667,2354.55555555556,3110.33333333333,16.3707055437449,20.2210011841375,37.1875460369048,53.1329569204567,0,1,0,0,0,0,0
2021-02-05,2021,36,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321609850345483,0.143898764688159,0.21545929461442,723.222222222222,1091.22222222222,1578.55555555556,2109.22222222222,39.1344627258316,63.7177417779691,97.7094458200902,104.889124293521,0,1,0,0,0,0,0
2021-02-07,2021,38,"jergrassland2","Sandy shrub-invaded grassland","S30",0.313711536819333,0.140047266905542,0.19672306703791,798.888888888889,1224.55555555556,1880,2492.33333333333,41.9747131402929,76.6871148254184,133.809150990838,133.189088642176,0,1,0,0,0,0,0
2021-02-07,2021,38,"jernovel2","Sandy grassy shrubland","S30",0.304362635179246,0.1543936162565,0.205243374108053,762.666666666667,1191.44444444444,1960.44444444444,2676.33333333333,12.11060141639,19.0852538254079,37.2293525508842,26.59991645768,0,1,0,0,0,0,0
2021-02-07,2021,38,"jershrubland2","Sandy shrubland","S30",0.307190936670459,0.13779988898711,0.183053050702118,917.888888888889,1440.11111111111,2330,3074.77777777778,15.0439684809003,21.799309084079,44.3170396123207,53.0152552002781,0,1,0,0,0,0,0
2021-02-07,2021,38,"jerbajada","Gravelly shrubland","S30",0.324077792438759,0.155155474123052,0.244321602997257,850.666666666667,1255.33333333333,1767.55555555556,2416.77777777778,21.5045214883857,29.1395111680191,39.9113214545311,32.6318786797947,0,1,0,0,0,0,0
2021-02-07,2021,38,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.320932797093928,0.148235014695841,0.2229933722779,732.444444444444,1099.44444444444,1593.88888888889,2148.66666666667,34.1568639957577,55.1908025975164,77.513360059117,79.9777746905004,0,1,0,0,0,0,0
2021-02-20,2021,51,"jergrassland2","Sandy shrub-invaded grassland","L30",0.320461095100865,0.148469454213886,0.216423748509452,804.111111111111,1235.55555555556,1815.88888888889,2449.11111111111,19.8407238020102,39.1949858219166,70.089537092754,85.7353090032137,0,1,0,0,0,0,0
2021-02-20,2021,51,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315181946728999,0.145241813666505,0.203339163846992,782,1213.55555555556,1854.77777777778,2485.11111111111,39.1436102349058,73.7248806353144,132.985193643484,124.202741465937,0,1,0,0,0,0,0
2021-02-20,2021,51,"jernovel2","Sandy grassy shrubland","L30",0.309295709226035,0.163410171972192,0.217743193696856,738.222222222222,1183.77777777778,1905.33333333333,2649.66666666667,5.18068587861101,11.1731600799791,26.3775999245151,28.4800124843918,0,1,0,0,0,0,0
2021-02-20,2021,51,"jernovel2","Sandy grassy shrubland","S30",0.303347939399147,0.156527781105494,0.20587141623652,747,1176.88888888889,1955.77777777778,2681.66666666667,11.2644968324772,24.48784026793,44.7158380536416,36.9864840178139,0,1,0,0,0,0,0
2021-02-20,2021,51,"jershrubland2","Sandy shrubland","L30",0.311967075755335,0.149817449326451,0.195056386047731,851.111111111111,1406.55555555556,2251,3044.33333333333,13.0080696701398,19.4542832251016,32.9612567182206,50.4975246918104,0,1,0,0,0,0,0
2021-02-20,2021,51,"jershrubland2","Sandy shrubland","S30",0.307472724193821,0.145910991206211,0.190327034766584,876.777777777778,1412.22222222222,2304,3091.22222222222,12.7608583634816,22.2249998264106,34.2279937413158,45.3131763465913,0,1,0,0,0,0,0
2021-02-20,2021,51,"jerbajada","Gravelly shrubland","L30",0.328848730154206,0.150336411429817,0.2505220154335,883.333333333333,1281.88888888889,1732.88888888889,2346.11111111111,18.2878222991269,26.467776821572,38.48937644033,43.549319281437,0,1,0,0,0,0,0
2021-02-20,2021,51,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","L30",0.327131084213237,0.152255751419181,0.235701136878718,746.111111111111,1129.11111111111,1576.33333333333,2142.55555555556,25.5449253253272,45.20187912624,78.8740205080932,99.131911120835,0,1,0,0,0,0,0
2021-02-20,2021,51,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.32188261642843,0.152190230281923,0.228803307695085,718.888888888889,1085.88888888889,1568.77777777778,2132,35.2024129363771,44.9009884683188,63.5675979267177,70.5076827965104,0,1,0,0,0,0,0
2021-02-22,2021,53,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315551816014584,0.134753932014206,0.190875901917383,816.666666666667,1250.11111111111,1894.88888888889,2485.11111111111,37.300580871259,70.8385401136422,126.831861090399,125.609133111361,0,1,0,0,0,0,0
2021-02-22,2021,53,"jernovel2","Sandy grassy shrubland","S30",0.305127914874349,0.14917712826197,0.198321427427363,766.555555555556,1198,1961.66666666667,2649.55555555556,11.2655927605658,20.0720922897661,32.6666666666667,31.8123355219013,0,1,0,0,0,0,0
2021-02-22,2021,53,"jershrubland2","Sandy shrubland","S30",0.307651689708141,0.139959768565563,0.185239062414228,901.111111111111,1424.22222222222,2304,3053.88888888889,10.1263621245017,19.5889865756687,40.041644987854,52.6950228399112,0,1,0,0,0,0,0
2021-02-22,2021,53,"jerbajada","Gravelly shrubland","S30",0.325815032827711,0.151478256266377,0.240543039677202,866,1279.22222222222,1781,2416.88888888889,22.9201512502281,29.3287033383028,37.847647805966,29.3312288807394,0,1,0,0,0,0,0
2021-02-22,2021,53,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321608842885439,0.141928237867234,0.214258305744193,746.555555555556,1118.55555555556,1612.88888888889,2146.44444444444,37.8743862762484,57.842912004288,83.929129421388,85.7024712610256,0,1,0,0,0,0,0
2021-02-27,2021,58,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315429298957587,0.135656502800249,0.191652239774941,861.333333333333,1321.33333333333,2006.33333333333,2636.11111111111,23.2139804619735,59.085625249388,114.579424175741,120.791320921151,1,0,0,0,0,0,0
2021-02-27,2021,58,"jernovel2","Sandy grassy shrubland","S30",0.307227676964993,0.142768370358863,0.190702334791837,848.888888888889,1328.11111111111,2145.88888888889,2860.66666666667,10.4927958825138,17.8664455486594,29.5801902346991,29.8440390474659,1,0,0,0,0,0,0
2021-02-27,2021,58,"jershrubland2","Sandy shrubland","S30",0.30970019928949,0.133316806193863,0.179264684011057,1015.88888888889,1588.55555555556,2524.88888888889,3301.66666666667,13.8278659432036,17.3852498854704,39.9567667595433,39.6820698384883,1,0,0,0,0,0,0
2021-02-27,2021,58,"jerbajada","Gravelly shrubland","S30",0.324069546318935,0.147769446337953,0.228684623860093,889.222222222222,1325.44444444444,1875.33333333333,2525.66666666667,17.6117244898441,24.9582367215097,34.0293990543471,24.8193472919817,1,0,0,0,0,0,0
2021-03-02,2021,61,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315505703216018,0.139902912621359,0.196847166821485,838.444444444444,1293.88888888889,1968.66666666667,2609.11111111111,43.6554975820435,81.0506624065665,138.32329280831,120.128120904719,0,1,0,0,0,0,0
2021-03-02,2021,61,"jernovel2","Sandy grassy shrubland","S30",0.305907977130411,0.151837769328264,0.200306433274762,787.888888888889,1248.44444444444,2044.77777777778,2776.88888888889,11.8831761976001,21.1087718002157,41.0170094196102,37.9134817547193,0,1,0,0,0,0,0
2021-03-02,2021,61,"jershrubland2","Sandy shrubland","S30",0.308076773854897,0.141326610997322,0.187069864442127,946.444444444444,1499.88888888889,2422.22222222222,3219.55555555556,13.392461487395,21.6920079724433,44.9488048976655,50.0224640894493,0,1,0,0,0,0,0
2021-03-02,2021,61,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321871599564744,0.144228297197703,0.215167864174487,759.222222222222,1150.33333333333,1664.33333333333,2225.33333333333,33.9829296290482,44.3996996986841,67.278855849698,76.0292341434822,0,1,0,0,0,0,0
2021-03-04,2021,63,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315434788492246,0.136078498376822,0.1922798352774,844.111111111111,1295,1966.33333333333,2585.77777777778,39.1477101485712,67.0472470227774,124.337354716022,113.741205059534,0,1,0,0,0,0,0
2021-03-04,2021,63,"jernovel2","Sandy grassy shrubland","S30",0.304676468145195,0.148015461487697,0.196214436133451,782.111111111111,1222.66666666667,2008.22222222222,2706,8.45175122477183,22.7351905399732,34.0743558764515,26.4323034687987,0,1,0,0,0,0,0
2021-03-04,2021,63,"jershrubland2","Sandy shrubland","S30",0.307848573203958,0.138927951029862,0.183762787898682,904.666666666667,1431.22222222222,2313.22222222222,3059.66666666667,9.67241208569794,20.0043205209818,33.07156475073,51.0076247023695,0,1,0,0,0,0,0
2021-03-04,2021,63,"jerbajada","Gravelly shrubland","S30",0.325206118463875,0.14646014317377,0.231610922656697,903.222222222222,1332.33333333333,1861.33333333333,2500.11111111111,17.5611805334492,26.8493740874697,38.747042897921,31.9980709295088,0,1,0,0,0,0,0
2021-03-04,2021,63,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321681523995604,0.140431532929065,0.20991964112553,775.666666666667,1170.77777777778,1693.11111111111,2246.33333333333,33.6419050854404,47.3069827539651,75.451889666999,77.8260167867333,1,0,0,0,0,0,0
2021-03-07,2021,66,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315628929976186,0.138431193322589,0.195437195213062,852,1310.66666666667,1989.88888888889,2629.33333333333,40.1939741199543,68.2886032463202,122.079613772183,119.43571027498,0,1,0,0,0,0,0
2021-03-07,2021,66,"jernovel2","Sandy grassy shrubland","S30",0.305339568267087,0.147212583853805,0.193979443787415,790.888888888889,1247.88888888889,2048.11111111111,2755.22222222222,12.3688178222896,21.1945718650604,38.2693507898494,26.0502837595028,0,1,0,0,0,0,0
2021-03-07,2021,66,"jershrubland2","Sandy shrubland","S30",0.308047249907715,0.141182780746538,0.185836959250272,930.666666666667,1483.55555555556,2401.77777777778,3191.44444444444,14.6893763576871,16.5805180934407,33.5948996716855,45.7313680605704,0,1,0,0,0,0,0
2021-03-07,2021,66,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.322317322043191,0.140694893796596,0.209821016505416,775.222222222222,1175.77777777778,1696.88888888889,2252.55555555556,39.1344627258316,60.1807975608643,97.5288497994818,109.055654610245,0,1,0,0,0,0,0
2021-03-12,2021,71,"jergrassland2","Sandy shrub-invaded grassland","S30",0.316014029944508,0.13967635108157,0.196813650865093,868.444444444444,1341.44444444444,2035,2695.77777777778,43.019662458284,75.8347781710141,132.143861000048,124.132346735945,0,1,0,0,0,0,0
2021-03-12,2021,71,"jernovel2","Sandy grassy shrubland","S30",0.305121964125086,0.149663526244953,0.197334563716704,812.333333333333,1281.44444444444,2106,2847.33333333333,11.0554159678513,18.7030069543858,37.7565299723843,30.1625227356363,0,1,0,0,0,0,0
2021-03-12,2021,71,"jershrubland2","Sandy shrubland","S30",0.307522073933564,0.143593819669271,0.189525559211705,953,1513.11111111111,2454.22222222222,3277.22222222222,13.6788563524555,20.1353445156876,35.7888181723404,49.6762357175111,0,1,0,0,0,0,0
2021-03-12,2021,71,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321936136052804,0.141769795203154,0.210828902044772,792.555555555556,1203.11111111111,1741.44444444444,2316.77777777778,33.980749815516,49.2193377634903,78.3086643582959,85.8717102268492,1,0,0,0,0,0,0
2021-03-17,2021,76,"jergrassland2","Sandy shrub-invaded grassland","S30",0.317332909481046,0.139680797767016,0.197701195999379,859.888888888889,1331,2003.44444444444,2654,41.2268640692893,63.0625791487225,109.949595634759,115.659461831322,0,1,0,0,0,0,0
2021-03-17,2021,76,"jernovel2","Sandy grassy shrubland","S30",0.306486005020378,0.150034474833372,0.199142175555054,800.333333333333,1261.66666666667,2054.55555555556,2779.88888888889,10.7496769977314,19.3849884647316,34.088483265731,24.7406298511598,0,1,0,0,0,0,0
2021-03-17,2021,76,"jershrubland2","Sandy shrubland","S30",0.307022200772201,0.147937469307579,0.192767101081415,877.333333333333,1413.66666666667,2313.44444444444,3116.77777777778,13.7275068546493,25.2410600235234,42.3690429732504,55.2746230255556,0,1,0,0,0,0,0
2021-03-17,2021,76,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.323717760413607,0.142228619537764,0.212661414764883,803.333333333333,1224.44444444444,1754.66666666667,2336.55555555556,36.5452535297753,54.0701419168988,90.9285433733544,87.2341817703118,0,1,0,0,0,0,0
2021-03-19,2021,78,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315856914041644,0.140553435114504,0.1966779715331,846,1314.66666666667,2001.55555555556,2656.22222222222,41.6199738373563,62.5832778517286,107.095088704811,100.435471575621,1,0,0,0,0,0,0
2021-03-19,2021,78,"jernovel2","Sandy grassy shrubland","S30",0.30471310910944,0.151565762004175,0.198212628091953,772.555555555556,1229.11111111111,2032,2758,6.30891980736817,17.1557858361056,31.4995590798065,32.2352464099642,0,1,0,0,0,0,0
2021-03-19,2021,78,"jershrubland2","Sandy shrubland","S30",0.305483989694516,0.148483147235564,0.194546910842428,869.888888888889,1383.33333333333,2275.11111111111,3068.55555555556,12.905162140653,17.950549357115,41.8607332431519,52.5676518848936,0,1,0,0,0,0,0
2021-03-19,2021,78,"jerbajada","Gravelly shrubland","S30",0.324169324143607,0.145066114309111,0.227161294702461,947.888888888889,1400.55555555556,1972,2641.22222222222,20.1132595537507,27.1297749964504,37.1991636704077,38.6056351032902,1,0,0,0,0,0,0
2021-03-19,2021,78,"NEON.D14.JORN.DP1.00033","Sandy shrub-invaded grassland","S30",0.321315973843998,0.14047587041269,0.208502929017223,807.111111111111,1223,1776.11111111111,2356.66666666667,36.2842005544637,44.0504760978181,63.0351655726027,71.7077401679902,1,0,0,0,0,0,0
2021-03-22,2021,81,"jergrassland2","Sandy shrub-invaded grassland","S30",0.315094482810959,0.145910509418289,0.205015772870663,894.888888888889,1384,2113.44444444444,2835.55555555556,47.5217948698733,68.7281278339193,117.24154659042,121.985528386782,1,0,0,0,0,0,0
2021-03-22,2021,81,"jernovel2","Sandy grassy shrubland","S30",0.305238214018458,0.152756371006904,0.202605447244174,865.444444444444,1359.66666666667,2229.33333333333,3033.22222222222,8.98283685840344,20.2484567313166,35.418137224372,35.633248449471,0,1,0,0,0,0,0
2021-03-22,2021,81,"jershrubland2","Sandy shrubland","S30",0.305750165234633,0.152997727018668,0.202304876306286,975.666666666667,1542,2525.66666666667,3438.11111111111,13.0639452948436,20.8965706915433,45.4483834207066,60.8412222180624,0,1,0,0,0,0,0
