,Year,DOY,Satellite,Phenocam,CenterOrNorth,CoastalAerosol_mean,CoastalAerosol_std,Blue_mean,Blue_std,Green_mean,Green_std,Red_mean,Red_std,RedEdge1_mean,RedEdge1_std,RedEdge2_mean,RedEdge2_std,RedEdge3_mean,RedEdge3_std,NIRBroad_mean,NIRBroad_std,NIRNarrow_mean,NIRNarrow_std,SWIR1_mean,SWIR1_std,SWIR2_mean,SWIR2_std,WaterVapor_mean,WaterVapor_std,Cirrus_mean,Cirrus_std,Quality
0,2021,3,L30,jergrassland2,north,623.0,33.403259987279355,818.6666666666666,39.10100879630715,1275.2222222222222,79.8467668277151,1864.6666666666667,140.27275018493236,,,,,,,,,2504.3333333333335,173.06710323519667,3382.0,137.14064151649413,2970.222222222222,144.33816602977714,,,,,64
1,2021,19,L30,jergrassland2,north,695.5555555555555,106.54170921507284,928.8888888888889,140.2144741652305,1442.7777777777778,98.70920004153365,1921.2222222222222,88.01234481313502,,,,,,,,,2386.222222222222,102.96793220089639,2808.0,97.73774432974534,2678.1111111111113,151.01982536846276,,,,,194
2,2021,35,L30,jergrassland2,north,624.5555555555555,26.495748552513565,795.4444444444445,34.47740358589509,1239.7777777777778,63.560605859950314,1839.111111111111,119.09328224775405,,,,,,,,,2476.5555555555557,157.70092024751656,3436.3333333333335,120.77803332284118,3022.4444444444443,119.99917695190997,,,,,64
3,2021,51,L30,jergrassland2,north,644.4444444444445,28.612783122665494,805.5555555555555,29.41696831237641,1250.111111111111,72.1471404599185,1851.6666666666667,134.17732876889283,,,,,,,,,2489.3333333333335,158.12723428373184,3500.222222222222,134.41377060552637,3103.4444444444443,148.27760084915133,,,,,64
4,2021,67,L30,jergrassland2,north,-31.333333333333332,32.22835190739152,309.0,38.82439095894916,1499.2222222222222,56.21343804895721,2665.777777777778,89.04527909100551,,,,,,,,,3735.3333333333335,94.32685490121864,3693.5555555555557,45.57560534396812,3322.4444444444443,42.2192981443613,,,,,194
5,2021,83,L30,jergrassland2,north,10519.222222222223,241.95535758012963,10672.444444444445,249.02526025870063,10265.444444444445,257.2513302464737,10416.111111111111,261.2076417311818,,,,,,,,,10288.666666666666,264.18932605235966,5668.0,413.0894441750949,4511.666666666667,454.38994511567074,,,,,194
6,2021,99,L30,jergrassland2,north,718.4444444444445,18.306714682573052,916.2222222222222,21.928052949882247,1423.2222222222222,47.91375997625033,2098.777777777778,95.27711370030963,,,,,,,,,2790.8888888888887,121.8336246639877,3894.3333333333335,104.78443480678692,3562.5555555555557,118.31230903475682,,,,,64
7,2021,115,L30,jergrassland2,north,731.7777777777778,19.88174918404525,937.0,21.468322917472825,1465.4444444444443,49.506702377020765,2164.5555555555557,98.63525526021066,,,,,,,,,2879.4444444444443,126.52370099542712,4018.5555555555557,108.01348795519435,3654.0,117.121020031988,,,,,64
8,2021,131,L30,jergrassland2,north,754.6666666666666,11.944315244779277,956.4444444444445,15.442445913859277,1477.4444444444443,41.026038103491494,2169.8888888888887,89.41345218756943,,,,,,,,,2960.8888888888887,130.87945636640396,4036.6666666666665,98.79383696477339,3647.0,111.59450404627162,,,,,64
9,2021,147,L30,jergrassland2,north,5554.666666666667,58.19889269660645,5614.111111111111,57.658851964607685,5525.222222222223,51.42584256918517,5761.444444444444,49.51119090358621,,,,,,,,,5950.444444444444,44.38746347315024,2034.3333333333333,14.613540144521982,2202.1111111111113,9.870769917561248,,,,,194
10,2021,163,L30,jergrassland2,north,764.4444444444445,21.82308212833941,972.3333333333334,20.81665999466133,1499.111111111111,43.218937321617204,2176.5555555555557,91.51698216555961,,,,,,,,,3004.0,123.28377382644031,4100.0,96.33621679652293,3643.0,110.38719732529373,,,,,64
11,2021,195,L30,jergrassland2,north,697.0,19.748417658131498,883.3333333333334,22.63232692902394,1454.888888888889,59.67401154875536,2011.3333333333333,106.67291648357192,,,,,,,,,3297.222222222222,198.0167096079283,4055.222222222222,100.20398947234007,3478.8888888888887,92.80618327633665,,,,,128
12,2021,211,L30,jergrassland2,north,495.6666666666667,7.483314773547883,643.3333333333334,13.349989596333858,1139.2222222222222,39.65623890323712,1436.3333333333333,66.02188189448168,,,,,,,,,3354.0,213.72100193164607,3286.5555555555557,41.51067094698826,2451.4444444444443,38.19572725118496,,,,,128
13,2021,227,L30,jergrassland2,north,813.3333333333334,179.08905295659164,939.2222222222222,165.45813688582498,1585.6666666666667,156.6283641121379,1984.0,149.3273808337462,,,,,,,,,3723.4444444444443,93.90670442413825,2740.8888888888887,72.32863954731509,2143.6666666666665,62.69680126520721,,,,,194
14,2021,243,L30,jergrassland2,north,456.0,5.354126134736337,621.1111111111111,10.137328647072929,1059.888888888889,30.632025523205627,1450.888888888889,58.008513636542936,,,,,,,,,2962.777777777778,126.68752264947693,3113.1111111111113,55.48462138175355,2311.6666666666665,44.73874780942752,,,,,64
15,2021,259,L30,jergrassland2,north,506.3333333333333,9.030811456096044,673.0,12.400716825158849,1077.888888888889,34.4784778100595,1531.7777777777778,68.58211263033172,,,,,,,,,2691.6666666666665,122.83683848458853,3225.6666666666665,76.78686230223386,2530.6666666666665,60.869623878508655,,,,,64
16,2021,275,L30,jergrassland2,north,498.55555555555554,9.956696363208824,608.5555555555555,13.704104098254744,940.6666666666666,32.41398874971525,1274.2222222222222,64.74699096874056,,,,,,,,,2242.0,90.61763380024638,2861.8888888888887,77.32966147093802,2364.3333333333335,76.42570829824797,,,,,64
17,2021,291,L30,jergrassland2,north,489.0,11.105554165971787,647.1111111111111,15.51661793364667,1001.4444444444445,35.90763184465606,1435.111111111111,64.74641893905869,,,,,,,,,2295.8888888888887,108.67325587838933,3018.0,74.78264801706639,2490.8888888888887,65.59208022051382,,,,,64
18,2021,307,L30,jergrassland2,north,498.44444444444446,12.623708832643361,677.2222222222222,18.95478701060194,1045.5555555555557,38.74736151909389,1501.7777777777778,70.12651706067918,,,,,,,,,2272.8888888888887,110.2889582913342,3056.8888888888887,87.36951469915253,2505.1111111111113,73.75702519375425,,,,,64
19,2021,311,L30,jergrassland2,north,508.3333333333333,10.944303439588001,675.1111111111111,18.621638813454776,1032.2222222222222,36.41970705165536,1513.888888888889,67.18538935817725,,,,,,,,,2284.8888888888887,100.62851864870167,3115.5555555555557,80.30651158199524,2534.0,78.62286916384797,,,,,64
20,2021,316,L30,jergrassland2,north,504.8888888888889,16.74278912410716,671.2222222222222,25.685178509438636,1039.2222222222222,46.01153907874699,1512.0,76.48965071607182,,,,,,,,,2249.0,105.8909292096773,3087.4444444444443,95.39987317847512,2511.5555555555557,79.67030830046636,,,,,64
21,2021,323,L30,jergrassland2,north,470.55555555555554,14.040505776827834,697.0,19.160143817599884,1107.3333333333333,33.11260250183372,1565.2222222222222,62.49760489237928,,,,,,,,,2249.3333333333335,87.5087297232555,2887.6666666666665,70.85823091842533,2344.3333333333335,52.13657278937907,,,,,128
22,2021,339,L30,jergrassland2,north,473.1111111111111,19.879886230640505,646.7777777777778,21.337383874722878,999.2222222222222,42.88687387321771,1464.3333333333333,75.78331683893963,,,,,,,,,2132.1111111111113,102.17897635950627,2985.3333333333335,89.64621823838664,2398.4444444444443,78.71341987955931,,,,,64
23,2021,347,L30,jergrassland2,north,498.8888888888889,17.984218047094295,706.2222222222222,26.481766380233854,1082.6666666666667,41.90995638800456,1581.0,73.88128615856958,,,,,,,,,2257.0,102.51720722775165,3118.8888888888887,93.1944734227476,2530.777777777778,73.75300789011595,,,,,72
24,2021,355,L30,jergrassland2,north,577.8888888888889,43.41644451496446,881.7777777777778,41.86957998828101,1412.2222222222222,61.44153097372381,1975.3333333333333,90.043199508779,,,,,,,,,2697.777777777778,98.47591671489789,3327.4444444444443,83.61832748481653,2760.6666666666665,65.90228456670611,,,,,194
25,2021,363,L30,jergrassland2,north,493.77777777777777,19.690820070828142,705.6666666666666,28.10693864511039,1099.6666666666667,44.171383395939856,1606.888888888889,78.89859095269692,,,,,,,,,2284.5555555555557,108.45594201344936,3123.4444444444443,101.73943964975881,2474.5555555555557,80.36045339055649,,,,,64
26,2022,6,L30,jergrassland2,north,473.22222222222223,21.892554684579046,661.7777777777778,28.74322249689782,1036.4444444444443,53.32731447518994,1507.5555555555557,93.77764612944945,,,,,,,,,2139.0,114.89512125799288,3023.777777777778,101.85368348521409,2434.777777777778,91.02109374300464,,,,,64
27,2022,14,L30,jergrassland2,north,497.6666666666667,21.421692017412834,700.0,26.691654958890137,1088.5555555555557,49.656847152591176,1575.5555555555557,82.75816322422166,,,,,,,,,2202.222222222222,108.48018536711648,3162.0,103.75612431723408,2561.222222222222,87.44875042341819,,,,,64
28,2022,22,L30,jergrassland2,north,502.3333333333333,19.584574428757843,699.7777777777778,27.425769624682783,1091.0,51.35064643107123,1560.888888888889,81.31754552294692,,,,,,,,,2167.222222222222,101.87440827670311,3105.8888888888887,107.91606248937123,2532.777777777778,89.1014126060584,,,,,64
29,2022,30,L30,jergrassland2,north,4371.555555555556,184.418070403521,4535.666666666667,181.31556285474596,4619.0,136.3875197939883,5165.777777777777,124.16367135338186,,,,,,,,,5622.777777777777,112.02953755126644,3902.777777777778,59.19980814116391,3515.777777777778,74.72583634382389,,,,,130
30,2022,38,L30,jergrassland2,north,518.7777777777778,22.562396335386488,716.2222222222222,28.599835966032227,1109.3333333333333,53.08274463305169,1595.2222222222222,92.10836344916758,,,,,,,,,2205.0,115.16365167302861,3166.5555555555557,100.33401008754169,2607.777777777778,89.55417699517957,,,,,64
31,2022,46,L30,jergrassland2,north,549.5555555555555,22.667211322432287,755.8888888888889,25.50139187680392,1163.6666666666667,45.45082813082483,1667.2222222222222,73.05671735451357,,,,,,,,,2259.777777777778,91.54692515957508,3279.8888888888887,104.01436273092764,2780.3333333333335,89.47252837230728,,,,,64
32,2022,54,L30,jergrassland2,north,580.4444444444445,24.599508175350493,806.0,29.0746166498087,1246.2222222222222,55.16596732241069,1788.2222222222222,91.90306218786277,,,,,,,,,2424.3333333333335,108.78112581387148,3402.3333333333335,103.96687506658604,2903.3333333333335,97.98752755098761,,,,,64
33,2022,62,L30,jergrassland2,north,3492.222222222222,502.3360490476863,3730.8888888888887,479.54131891132164,3859.5555555555557,436.30929679429914,4576.111111111111,390.99771083286817,,,,,,,,,5232.444444444444,336.93755145463814,3801.8888888888887,212.618826617256,3625.0,197.04370637557093,,,,,130
